iter	MultiClass
171	0.1432724457
172	0.1426705841
173	0.1420729545
174	0.1411332984
175	0.1404054949
176	0.1396822579
177	0.139101931
178	0.1384521607
179	0.1377298043
180	0.1367846669
181	0.1360841683
182	0.1352909827
183	0.1347386243
184	0.1338079754
185	0.1329756105
186	0.1325346906
187	0.1319165212
188	0.1311815099
189	0.1307187973
190	0.1302092538
191	0.1294554897
192	0.1289996176
193	0.1285033471
194	0.1276874809
195	0.1269758052
196	0.1263307172
197	0.1257755558
198	0.1252442203
199	0.1245375013
200	0.1238842155
201	0.1235454498
202	0.1230265475
203	0.1225267523
204	0.1220011717
205	0.1213544558
206	0.1208279596
207	0.1203816542
208	0.1198812489
209	0.1194442329
210	0.1190755011
211	0.1187130683
212	0.1182620022
213	0.1177102378
214	0.1172803585
215	0.1168803999
216	0.1165033119
217	0.1160725505
218	0.1155526148
219	0.1151130883
220	0.1147288282
221	0.1142811255
222	0.113752415
223	0.1133123331
224	0.1129088006
225	0.1124183402
226	0.1121246462
227	0.1114112732
228	0.1109194282
229	0.1104697878
230	0.1099205427
231	0.1095049244
232	0.1090800973
233	0.1084797852
234	0.1080965588
235	0.1076280866
236	0.1071539042
237	0.1067434743
238	0.1063105397
239	0.1059349637
240	0.1055319965
241	0.1051630933
242	0.1047764619
243	0.1042749311
244	0.1038480695
245	0.1034753376
246	0.1029936855
247	0.1024624618
248	0.1019791078
249	0.1014865468
250	0.1009548475
251	0.1006758424
252	0.1003760614
253	0.09994435698
254	0.09953501588
255	0.09922089646
256	0.09882849338
257	0.09838127194
258	0.09801391112
259	0.09781987776
260	0.09760151268
261	0.09709912267
262	0.09678915762
263	0.09638186927
264	0.09599884328
265	0.09570456563
266	0.09516910795
267	0.09486890902
268	0.09450570321
269	0.09431090933
270	0.0940340335
271	0.09375000465
272	0.09348261599
273	0.09320569981
274	0.09288561091
275	0.09250703329
276	0.09205374882
277	0.09164620095
278	0.09131119934
279	0.09112293644
280	0.09085172459
281	0.09061105319
282	0.09019471681
283	0.08983790973
284	0.08945132253
285	0.08913124986
286	0.0887119812
287	0.08834629883
288	0.08808832287
289	0.08780016068
290	0.08745719753
291	0.08720153747
292	0.08683836758
293	0.08653882581
294	0.08631602436
295	0.08610514521
296	0.08582236746
297	0.08565378552
298	0.08534408043
299	0.0851436985
300	0.08479466871
301	0.08434518634
302	0.08410542517
303	0.0838833235
304	0.08370151689
305	0.08344416794
306	0.08319203832
307	0.08297202303
308	0.08266977947
309	0.08241422502
310	0.0820631569
311	0.08166386222
312	0.08138928789
313	0.08119747449
314	0.08091591253
315	0.08058740027
316	0.08036897739
317	0.08014729334
318	0.07994177462
319	0.07976116213
320	0.07957787787
321	0.07934552283
322	0.07903877105
323	0.07881772858
324	0.07853363574
325	0.07827878774
326	0.07806605654
327	0.07788126589
328	0.07769685062
329	0.07733745249
330	0.07701260617
331	0.07676473112
332	0.07645285397
333	0.07627080059
334	0.07598051587
335	0.07569280956
336	0.07549498003
337	0.07515663779
338	0.07496352926
339	0.07478213138
340	0.07460001589
341	0.07434271604
342	0.07406883714
343	0.07380325264
344	0.07363558405
345	0.07329646225
346	0.07313297431
347	0.07284608556
348	0.0726628698
349	0.07236235754
350	0.07214148231
351	0.07194915365
352	0.07179667571
353	0.07158599702
354	0.07136278877
355	0.07111803318
356	0.07093955726
357	0.07078052528
358	0.07062115425
359	0.07046842023
360	0.07033590737
361	0.07017347812
362	0.07003096188
363	0.06983793011
364	0.06967334055
365	0.06949863269
366	0.06932017052
367	0.06916100432
368	0.0688981532
369	0.06861601342
370	0.06842623182
371	0.0681329067
372	0.0679772282
373	0.06770368181
374	0.0674696722
375	0.06731470033
376	0.06710837581
377	0.06686345834
378	0.06659035
379	0.0664076165
380	0.06620983048
381	0.06598490992
382	0.0658220217
383	0.06564794262
384	0.0654308551
385	0.06524888931
386	0.06509483578
387	0.06493047796
388	0.06476429913
389	0.06465596902
390	0.06445993698
391	0.06430184975
392	0.06413366503
393	0.0638848465
394	0.06377151468
395	0.06358903891
396	0.06345035698
397	0.06331111126
398	0.06317589408
399	0.0629805408
400	0.06284612717
401	0.06265573057
402	0.06247528941
403	0.06230450382
404	0.06222668745
405	0.0620938115
406	0.06198590264
407	0.06189123125
408	0.0616713614
409	0.06154043707
410	0.06145360619
411	0.06135434134
412	0.06126568891
413	0.06105788105
414	0.06089862153
415	0.06079308872
416	0.06067266838
417	0.06052273579
418	0.06041078445
419	0.06030482202
420	0.06014663665
421	0.05996946755
422	0.05983142043
423	0.05973827774
424	0.05958208445
425	0.05942842937
426	0.05933202566
427	0.05923695467
428	0.0590896784
429	0.05899545085
430	0.05887402516
431	0.05875446855
432	0.058612777
433	0.05849979649
434	0.0584058812
435	0.05830621081
436	0.05818587761
437	0.05808295933
438	0.05793251582
439	0.05776285531
440	0.05759895315
441	0.05747750874
442	0.05733767022
443	0.05716291918
444	0.05698474047
445	0.056854757
446	0.05678346101
447	0.05670042946
448	0.0565335417
449	0.05639611172
450	0.0562518537
451	0.05618569782
452	0.05606237053
453	0.05596524768
454	0.05582351479
455	0.05574500773
456	0.0556509977
457	0.05556110238
458	0.0554431021
459	0.05534034206
460	0.05518127182
461	0.05503094681
462	0.0548854705
463	0.05476266652
464	0.0546808195
465	0.05457585816
466	0.05449209793
467	0.05433082754
468	0.05417347201
469	0.05409755349
470	0.0539570719
471	0.05382633204
472	0.05369257557
473	0.05361690241
474	0.05354040433
475	0.05347664106
476	0.05332631755
477	0.05323596416
478	0.0531004614
479	0.05291994286
480	0.05280645253
481	0.0527181352
482	0.05260355095
483	0.05247215974
484	0.05232122361
485	0.05220529854
486	0.05210600304
487	0.0519621535
488	0.0518605878
489	0.05171365869
490	0.05163162826
491	0.05144662401
492	0.05134491786
493	0.05127383752
494	0.05111623346
495	0.05103055507
496	0.05096258519
497	0.05085635853
498	0.05075031965
499	0.05057145744
500	0.05046638689
501	0.05034274098
502	0.05029725991
503	0.05014686511
504	0.05010742949
505	0.05004126527
506	0.04996189489
507	0.04992439759
508	0.04978839004
509	0.04968887943
510	0.0495925523
511	0.0494714698
512	0.04934726447
513	0.04928464619
514	0.04916978052
515	0.04907494467
516	0.048998816
517	0.04891641315
518	0.04881882965
519	0.04873557649
520	0.04864354848
521	0.04858497793
522	0.04845528734
523	0.04835793363
524	0.04828695603
525	0.04812868028
526	0.04800450025
527	0.04786817583
528	0.04781494117
529	0.04775160631
530	0.04766976986
531	0.0475122475
532	0.04740365699
533	0.0472802549
534	0.04719631155
535	0.04701389942
536	0.04696500669
537	0.04687888378
538	0.04678241454
539	0.04672842043
540	0.04665632622
541	0.04658821987
542	0.04653381319
543	0.046472031
544	0.04639314615
545	0.04626091947
546	0.04617605638
547	0.04602541724
548	0.04592834379
549	0.0458692098
550	0.04582147189
551	0.04575461533
552	0.04570233582
553	0.04563522599
554	0.04554019003
555	0.04545242106
556	0.0453817972
557	0.04529582793
558	0.04521336817
559	0.04514738164
560	0.04505081613
561	0.04500884995
562	0.04494077277
563	0.04488817282
564	0.04480765667
565	0.04473891293
566	0.04462531529
567	0.04455359166
568	0.04447732242
569	0.04438268048
570	0.04429339531
571	0.04422017015
572	0.0441543397
573	0.04404971811
574	0.04395432951
575	0.04388425802
576	0.04384729285
577	0.0437640791
578	0.04366752661
579	0.04360424814
580	0.04349831028
581	0.04345372042
582	0.04337642098
583	0.04328789159
584	0.04317674508
585	0.04308365462
586	0.04296848557
587	0.04290767378
588	0.04284121975
589	0.04275927335
590	0.04268517655
591	0.04261331936
592	0.04255647294
593	0.04250309671
594	0.04243924812
595	0.04237302112
596	0.04228041079
597	0.0422129422
598	0.04214036255
599	0.04209811304
600	0.04200396934
601	0.04194164311
602	0.04185702
603	0.04177981837
604	0.04173839547
605	0.04167909891
606	0.04158854681
607	0.04148996587
608	0.04137333617
609	0.04132167115
610	0.04123172933
611	0.04119449529
612	0.04112456529
613	0.0410496968
614	0.0410079477
615	0.0409535289
616	0.04087394102
617	0.0407797086
618	0.04075183246
619	0.04069262302
620	0.04064705324
621	0.04059872854
622	0.04050682689
623	0.0404226169
624	0.0403633768
625	0.04029635074
626	0.0402397472
627	0.04016657721
628	0.0401017824
629	0.04003210733
630	0.03996929129
631	0.03990719851
632	0.03985742978
633	0.0397990644
634	0.03972324775
635	0.03962292243
636	0.03956356929
637	0.03945946109
638	0.03939865645
639	0.03935119928
640	0.03930424435
641	0.03923047778
642	0.03917115305
643	0.0391047578
644	0.03902835845
645	0.03892132139
646	0.0388809237
647	0.03882352869
648	0.03878440604
649	0.03874705146
650	0.03868992991
651	0.03864020029
652	0.03859719478
653	0.03855644384
654	0.03849325731
655	0.03846088075
656	0.03838002632
657	0.03829610744
658	0.0382574898
659	0.03821177118
660	0.03816186471
661	0.03810996925
662	0.03807717993
663	0.03799142249
664	0.03792966163
665	0.0378279829
666	0.03779803308
667	0.03774125404
668	0.03771955985
669	0.03762845588
670	0.03757077765
671	0.03751299549
672	0.03741810737
673	0.03735442507
674	0.03730745889
675	0.0372532092
676	0.03722347814
677	0.0371381729
678	0.0370552715
679	0.03702105085
680	0.03696840506
681	0.03692731129
682	0.03687847244
683	0.03682609618
684	0.036781501
685	0.03674125763
686	0.03669272074
687	0.03659830179
688	0.03654933236
689	0.03650332476
690	0.03645572585
691	0.0364147344
692	0.03635963215
693	0.03628980974
694	0.03624995339
695	0.03617811805
696	0.03610149221
697	0.03606381809
698	0.03600960245
699	0.03597641277
700	0.03592432009
701	0.03585170697
702	0.03579002875
703	0.03573417525
704	0.03568343313
705	0.03562687163
706	0.03559472924
707	0.03552856955
708	0.03548820132
709	0.03544887702
710	0.03538673732
711	0.03532080275
712	0.03528513466
713	0.03523622065
714	0.0351781071
715	0.03512559131
716	0.03509084466
717	0.03501127723
718	0.03498206384
719	0.03494429475
720	0.03490093475
721	0.03485999342
722	0.0348168058
723	0.03477943352
724	0.03474216627
725	0.03470567294
726	0.03462376102
727	0.03457947604
728	0.03453915543
729	0.03449656995
730	0.0344466744
731	0.0344093433
732	0.0343824224
733	0.03434028103
734	0.03429266345
735	0.03424061276
736	0.03419081708
737	0.03414765565
738	0.034096217
739	0.03405997423
740	0.03401340533
741	0.03397746353
742	0.03393716956
743	0.03389380586
744	0.03386645174
745	0.0338336611
746	0.03379398649
747	0.03373543943
748	0.03368899419
749	0.03364738018
750	0.03360206026
751	0.03355440928
752	0.03351655569
753	0.03347527078
754	0.03341740988
755	0.03336182102
756	0.03332028512
757	0.0332613943
758	0.03321202968
759	0.03317866795
760	0.03311985056
761	0.03306812915
762	0.03300209281
763	0.03295987115
764	0.03289614132
765	0.03283981706
766	0.03281246931
767	0.03274572711
768	0.03271327396
769	0.03267460818
770	0.03264977308
771	0.03261097293
772	0.03256377541
773	0.03252906479
774	0.0324928107
775	0.03244920662
776	0.03241095496
777	0.03233374621
778	0.03229224949
779	0.03224894074
780	0.03218072724
781	0.0321534941
782	0.03208361012
783	0.03204144126
784	0.03200870315
785	0.03193486784
786	0.03189782903
787	0.03185665905
788	0.03181479499
789	0.0317768881
790	0.03172420344
791	0.03167457196
792	0.0316417371
793	0.03159104931
794	0.03152124608
795	0.03148654289
796	0.0314302182
797	0.03138405465
798	0.03134430632
799	0.03128032567
800	0.03123920407
801	0.0311938116
802	0.03114635624
803	0.03111424524
804	0.03109062889
805	0.03105162593
806	0.03100388588
807	0.0309455031
808	0.03091748139
809	0.03088149081
810	0.03085364819
811	0.03077899145
812	0.03075934863
813	0.03070249601
814	0.03066798093
815	0.03062716122
816	0.0305599013
817	0.03053665001
818	0.03049047421
819	0.0304577765
820	0.03040968062
821	0.03036160376
822	0.03033116978
823	0.03031226393
824	0.03024324922
825	0.03022296204
826	0.03017591316
827	0.0301441746
828	0.03011127588
829	0.03008698542
830	0.03003789214
831	0.03000936565
832	0.02997791929
833	0.02995560803
834	0.02989768484
835	0.02987406844
836	0.02985479787
837	0.0298325809
838	0.02978529993
839	0.02975068426
840	0.02970061952
841	0.02965176858
842	0.02962178827
843	0.02957844995
844	0.02951320964
845	0.02947844556
846	0.02943761153
847	0.02940034227
848	0.02938011924
849	0.02934245316
850	0.02930558077
851	0.0292838287
852	0.02922197443
853	0.02919065463
854	0.02916484777
855	0.02913727893
856	0.02910690829
857	0.0290870603
858	0.02904566949
859	0.02899019382
860	0.02896317789
861	0.02892478482
862	0.02888777223
863	0.02885222989
864	0.02882019892
865	0.02879508318
866	0.02875764996
867	0.02871245003
868	0.02868483548
869	0.0286447252
870	0.02860356052
871	0.0285468748
872	0.02849337788
873	0.02843396435
874	0.02837149035
875	0.0283268931
876	0.02830160824
877	0.02825856247
878	0.0282239885
879	0.0281645634
880	0.02813295667
881	0.02810559084
882	0.02807945601
883	0.02805433179
884	0.02803142433
885	0.02798328615
886	0.02794460691
887	0.02788917573
888	0.02785668248
889	0.02782062371
890	0.02776950421
891	0.02770131509
892	0.02767856874
893	0.02765327626
894	0.0276331383
895	0.02762093457
896	0.02758069438
897	0.02753207042
898	0.02747766522
899	0.02746361288
900	0.02740113167
901	0.0273752198
902	0.02735116952
903	0.02732975381
904	0.02729771438
905	0.02727937924
906	0.02726052715
907	0.02724225502
908	0.02722235289
909	0.02719794823
910	0.02717812684
911	0.02715926387
912	0.02713285418
913	0.02709312743
914	0.0270671196
915	0.02702244302
916	0.02698931607
917	0.02695808663
918	0.02693559231
919	0.02690471938
920	0.02687677594
921	0.02685771418
922	0.02683721457
923	0.02678717709
924	0.02674472465
925	0.02672490116
926	0.0266958559
927	0.02665961263
928	0.02663702355
929	0.0266104931
930	0.02657909392
931	0.02655210347
932	0.02651909045
933	0.02646585115
934	0.02642295336
935	0.02638475337
936	0.02635391206
937	0.02632497044
938	0.02630147781
939	0.02627249437
940	0.02625038225
941	0.02623037843
942	0.02620495071
943	0.02618218412
944	0.02612301162
945	0.02610609332
946	0.02605669469
947	0.02604078726
948	0.0259901772
949	0.02595401311
950	0.02592539603
951	0.02589120049
952	0.02584648471
953	0.02581773153
954	0.02578171812
955	0.02575316492
956	0.02572950266
957	0.02569135048
958	0.02567096189
959	0.02565191148
960	0.02563003707
961	0.02559467572
962	0.02556737603
963	0.02554376426
964	0.02552676007
965	0.02550770008
966	0.02548170058
967	0.02546237198
968	0.02543467371
969	0.02541807248
970	0.02539034687
971	0.02536608388
972	0.02534439996
973	0.02528325473
974	0.02525804007
975	0.02523955702
976	0.0252175891
977	0.02516935411
978	0.02514178345
979	0.02511722414
980	0.02506756529
981	0.02504092584
982	0.02502541577
983	0.02500582673
984	0.02498248874
985	0.02495675954
986	0.02492109768
987	0.02489888362
988	0.02485050734
989	0.02482981205
990	0.02480395828
991	0.02478349479
992	0.02476783009
993	0.02474474383
994	0.02470946434
995	0.02468316281
996	0.02466459739
997	0.02464559612
998	0.02460975806
999	0.0245612638
